danceability,energy,key,loudness,mode,tempo,time_signature,track_id,genre
0.0,0.0,0,-5.907,1,116.823,4,TRAAEWG128F930B3A4,Rock
0.0,0.0,0,-4.638,1,101.972,4,TRAAEXM128F92D47C8,
0.0,0.0,11,-5.884,0,127.97,4,TRAAFEB128F92F8694,
0.0,0.0,4,-7.787,0,152.622,4,TRAAFJW128F428A424,Punk
0.0,0.0,7,-8.488,1,110.787,3,TRAAFKJ12903D02552,
0.0,0.0,7,-9.603,1,112.903,4,TRAAFMS128F933AB23,
0.0,0.0,7,-26.266,1,115.642,4,TRAAFON128F42926FB,
0.0,0.0,1,-6.305,1,125.013,4,TRAAFRU128F9339158,World
0.0,0.0,5,-9.998,1,113.277,4,TRAAFSM128F425A2C5,
0.0,0.0,5,-9.161,0,96.979,4,TRAAFUJ128F933F42B,
0.0,0.0,8,-4.865,1,140.995,1,TRAAFYL128E07856A7,Rock
0.0,0.0,11,-4.882,0,105.206,4,TRAAGCZ128F93210FD,
0.0,0.0,0,-12.951,0,63.017,4,TRAAGEC128E079252C,Electronic
0.0,0.0,9,-11.751,0,144.603,4,TRAAGGE128F9325E2C,
0.0,0.0,2,-6.693,1,167.92,4,TRAAGHM128EF35CF8E,
0.0,0.0,9,-9.091,1,129.122,1,TRAAGJV128F1464090,Pop
0.0,0.0,0,-2.658,1,132.022,4,TRAAGKF128F932D5A2,
0.0,0.0,1,-4.42,1,183.92,1,TRAAGKQ128F92EAF39,
0.0,0.0,9,-11.051,0,89.867,4,TRAAGKS128F9314884,
0.0,0.0,2,-9.97,1,119.896,5,TRAAGMJ12903CAD7D4,
0.0,0.0,1,-11.335,0,137.29,4,TRAAGNL128F4299BF1,
0.0,0.0,5,-15.581,1,82.343,1,TRAAGOH128F42593CE,
0.0,0.0,3,-11.98,1,91.487,4,TRAAGPF12903CE027E,Country
0.0,0.0,9,-11.215,0,84.69,5,TRAAGPH128F4273C8D,Pop
0.0,0.0,2,-8.165,1,115.606,4,TRAAGPJ128F428CD1B,Rock
0.0,0.0,7,-12.69,0,126.523,1,TRAAGUA128F93236E8,
0.0,0.0,2,-8.7,1,113.677,4,TRAAGVF128E0789785,
0.0,0.0,2,-5.758,1,86.938,4,TRAAGVM128E0784D95,
0.0,0.0,0,-4.907,1,141.936,4,TRAAGXN128F92DE52C,
0.0,0.0,11,-8.133,1,106.049,1,TRAAGZU128EF360F47,
0.0,0.0,8,-9.093,1,126.88,4,TRAAHDH128F93094B6,
0.0,0.0,1,-10.296,0,85.008,5,TRAAHEG128E07861C3,Rap
0.0,0.0,4,-12.839,0,133.699,1,TRAAHEH128F427FCEF,
0.0,0.0,11,-13.71,1,118.975,1,TRAAHEQ128F93057B4,
0.0,0.0,9,-2.119,1,102.408,4,TRAAHER128F92E3FE9,
0.0,0.0,0,-14.438,1,112.006,4,TRAAHJX128F9312B83,
0.0,0.0,1,-13.002,1,45.527,4,TRAAHKE128F421389B,
0.0,0.0,4,-12.004,1,85.621,4,TRAAHMO128F92DE7C9,
0.0,0.0,8,-8.37,0,108.061,4,TRAAHPZ12903CB4643,
0.0,0.0,7,-11.829,1,216.195,5,TRAAHRF128F92FE234,
0.0,0.0,7,-6.29,1,132.428,4,TRAAHTH12903CCFFE1,
0.0,0.0,5,-15.761,0,168.307,4,TRAAHVY128F92E25D6,Jazz
0.0,0.0,0,-27.433,1,140.956,7,TRAAHXN128F9326097,
0.0,0.0,1,-5.701,1,130.016,5,TRAAHYV128F932A425,
0.0,0.0,11,-8.709,0,175.769,4,TRAAHZP12903CA25F4,
0.0,0.0,7,-13.627,1,100.194,3,TRAAIAE128F42AC53D,Country
0.0,0.0,2,-11.479,1,151.911,4,TRAAIAN12903CFF16D,Reggae
0.0,0.0,9,-6.302,1,119.691,4,TRAAIAX128F930531B,
0.0,0.0,10,-10.466,1,161.976,4,TRAAIBB12903CECB35,
0.0,0.0,0,-9.275,1,172.398,1,TRAAIDY128F92CA454,
0.0,0.0,2,-37.398,1,109.823,3,TRAAIFG12903CB0BCB,
0.0,0.0,1,-13.836,1,90.101,1,TRAAIGD12903CA2F3C,
0.0,0.0,8,-7.103,1,116.473,4,TRAAIHL128F92E6DDA,RnB
0.0,0.0,9,-13.495,0,126.821,4,TRAAIIE128F4288BB1,
0.0,0.0,2,-15.144,1,111.191,3,TRAAIII128F427D5D8,
0.0,0.0,5,-12.991,1,125.508,4,TRAAILM128F93480BB,
0.0,0.0,4,-6.01,0,137.888,1,TRAAINT128F933BBE0,
0.0,0.0,6,-5.58,0,150.012,4,TRAAIRG128F93265E8,
0.0,0.0,10,-4.313,1,108.367,4,TRAAIXN128F428027A,
0.0,0.0,2,-17.285,1,173.482,4,TRAAIXU128F4241E5C,
0.0,0.0,4,-5.931,0,110.745,4,TRAAIYR12903CD290D,Rock
0.0,0.0,2,-14.248,0,130.027,4,TRAAJAC128F148B530,
0.0,0.0,11,-12.651,1,110.168,4,TRAAJBU128F9326C02,
0.0,0.0,9,-16.056,0,97.976,3,TRAAJBU12903CE2831,
0.0,0.0,0,-5.913,0,119.979,4,TRAAJEK128F422F55A,
0.0,0.0,6,-5.541,1,156.968,1,TRAAJEK12903CE351A,
0.0,0.0,5,-6.019,1,188.886,4,TRAAJJA12903CC518A,
0.0,0.0,9,-4.953,1,133.306,4,TRAAJJG128F4284B27,Rock
0.0,0.0,4,-18.114,1,152.267,3,TRAAJJV128F42A2F99,
0.0,0.0,1,-11.061,1,166.275,4,TRAAJMH128E0785407,
0.0,0.0,2,-7.04,1,114.971,4,TRAAJNM12903CF4750,
0.0,0.0,9,-15.358,0,144.651,4,TRAAJSX128F4275A1D,
0.0,0.0,2,-11.213,1,152.005,1,TRAAJVJ128F42570AD,
0.0,0.0,1,-5.904,0,155.074,1,TRAAJXQ128F92E65BF,
0.0,0.0,10,-8.095,0,61.971,1,TRAAJYX128F4255568,Reggae
0.0,0.0,6,-7.982,0,124.04,5,TRAAKAS128F4246013,Rock
0.0,0.0,7,-8.804,0,191.196,4,TRAAKAV128F931BE25,
0.0,0.0,7,-5.699,1,152.127,4,TRAAKDF128F92FA302,Rock
0.0,0.0,10,-5.152,0,100.023,4,TRAAKDG128F42A0ECB,Pop
0.0,0.0,10,-9.965,1,192.688,4,TRAAKJJ128F4228346,
0.0,0.0,11,-11.976,0,154.322,4,TRAAKNS12903CC5198,
0.0,0.0,5,-10.229,1,236.006,4,TRAAKQS128F4224DE1,
0.0,0.0,11,-6.284,1,150.666,5,TRAAKSB128F934D73A,
0.0,0.0,11,-3.818,0,175.421,1,TRAAKTK128F9343DCC,Rock
0.0,0.0,9,-4.633,0,104.153,4,TRAAKVA128F934E69E,
0.0,0.0,11,-5.602,0,127.278,4,TRAAKVD12903CE8474,
0.0,0.0,6,-5.157,1,160.165,4,TRAAKVZ12903D074BB,
0.0,0.0,5,-1.925,1,86.091,3,TRAAKXN128F92E71B1,
0.0,0.0,0,-5.21,1,149.94,4,TRAALCM128F4264370,
0.0,0.0,0,-12.717,1,135.78,4,TRAALDU128F930D56B,
0.0,0.0,7,-12.28,1,122.967,4,TRAALEO128F42A7AEA,
0.0,0.0,9,-9.748,1,142.024,4,TRAALHD12903D0BD6A,
0.0,0.0,2,-4.878,0,135.535,7,TRAALNG12903D014E9,
0.0,0.0,2,-23.988,1,139.189,3,TRAALRZ128F429024E,
0.0,0.0,8,-9.414,1,128.598,5,TRAALSV128F4282B9B,
0.0,0.0,3,-9.741,0,163.445,4,TRAALUX12903CFD50B,
0.0,0.0,7,-11.965,0,114.027,3,TRAALZC128F92E11A6,Country
0.0,0.0,7,-12.779,1,111.316,1,TRAALZN128F932D457,
0.0,0.0,4,-8.403,0,105.994,3,TRAAMES128F42AF068,Rock
0.0,0.0,8,-13.251,1,88.489,1,TRAAMFG128F92FDEA2,
0.0,0.0,7,-5.884,0,118.433,4,TRAAMFT128F93128AD,
0.0,0.0,11,-6.929,1,96.007,4,TRAAMGJ12903CD315C,
0.0,0.0,9,-4.198,1,187.807,4,TRAAMII128F933B583,
0.0,0.0,7,-6.998,0,181.115,4,TRAAMJY128F92F5919,Rap
0.0,0.0,2,-12.772,1,148.357,4,TRAAMKI128F428537A,Country
0.0,0.0,1,-18.147,0,136.164,4,TRAAMKL128F9347D8A,
0.0,0.0,4,-7.661,0,126.941,4,TRAAMKP12903CC74F4,
0.0,0.0,5,-17.308,1,159.582,3,TRAAMKW128F4249CF0,
0.0,0.0,6,-28.347,0,89.495,4,TRAAMPA128F92E7D0D,Punk
0.0,0.0,5,-2.869,0,102.259,3,TRAAMSO128EF348DCC,Rock
0.0,0.0,10,-7.309,1,107.529,3,TRAAMXP128F4264F6A,
0.0,0.0,0,-15.351,1,99.408,4,TRAAMYQ128F148B753,
0.0,0.0,9,-25.694,1,79.731,4,TRAAMZB12903CAB002,
0.0,0.0,0,-9.435,1,188.502,1,TRAAMZR128F9315DCC,
0.0,0.0,11,-4.793,1,133.729,1,TRAANBH128F9345A6C,
0.0,0.0,4,-17.623,0,139.136,4,TRAANKK128F42531BC,
0.0,0.0,2,-6.2,0,193.693,4,TRAANLO128F422AE37,Metal
0.0,0.0,0,-19.821,1,76.693,4,TRAANLZ128F934EC42,
0.0,0.0,10,-9.632,1,126.95,4,TRAANMF12903CEAFEF,
0.0,0.0,6,-5.671,1,144.812,1,TRAANRI12903CD0A9C,
0.0,0.0,11,-11.708,0,138.003,4,TRAANTD128F9323B23,
0.0,0.0,7,-16.968,0,130.284,4,TRAANTZ128E0792529,
0.0,0.0,10,-13.038,1,152.013,4,TRAAODT12903D0D16E,
0.0,0.0,4,-10.647,1,159.968,4,TRAAOEH128F426A82F,
0.0,0.0,4,-4.172,0,75.031,4,TRAAOIN128F9303790,Rock
0.0,0.0,7,-10.756,1,150.837,4,TRAAOJI128F1458DCD,Rock
0.0,0.0,10,-3.422,0,143.231,1,TRAAOPW128F428AE31,
0.0,0.0,11,-12.26,1,123.993,4,TRAAORY128F934984F,
0.0,0.0,11,-23.527,1,97.981,1,TRAAOTD128F42322FC,
0.0,0.0,2,-9.435,1,137.288,4,TRAAOTT128F14AE002,
0.0,0.0,3,-8.639,1,168.323,4,TRAAOTT128F9342E04,
0.0,0.0,2,-7.672,1,111.079,4,TRAAOXM12903CFB3B0,
0.0,0.0,0,-13.668,1,133.009,4,TRAAOYG128F9314996,
0.0,0.0,6,-6.885,1,146.577,5,TRAAPCC128F42519A7,
0.0,0.0,6,-4.2,0,140.458,3,TRAAPFQ128F42684DB,
0.0,0.0,0,-16.433,1,132.506,4,TRAAPGF128F1458F8B,
0.0,0.0,2,-6.951,1,153.862,4,TRAAPIV128F1493132,
0.0,0.0,9,-14.737,1,93.238,4,TRAAPLS12903CB2D40,
0.0,0.0,0,-9.628,1,124.086,4,TRAAPPQ128F14961F5,Rock
0.0,0.0,2,-8.46,0,66.765,1,TRAAPQQ128F427C750,
0.0,0.0,9,-3.736,1,145.518,4,TRAAPSQ12903CAE86A,Punk
0.0,0.0,1,-4.376,1,139.998,4,TRAAPVV128F425D64C,
0.0,0.0,0,-6.947,1,90.648,3,TRAAPWD128F931ACD4,Electronic
0.0,0.0,2,-12.279,0,140.334,4,TRAAPXK128F934DF25,
0.0,0.0,5,-15.736,1,89.86,1,TRAAQBF12903CF796B,Rock
0.0,0.0,9,-5.871,1,156.097,4,TRAAQCK128F92E8C33,Pop
0.0,0.0,5,-12.053,1,179.501,1,TRAAQDJ128F92F95E0,
0.0,0.0,1,-6.248,1,86.689,3,TRAAQDL12903CA8FB5,
0.0,0.0,0,-13.703,1,160.261,5,TRAAQEV12903CB5459,
0.0,0.0,10,-9.716,0,101.03,4,TRAAQFC128F425ED83,Jazz
0.0,0.0,6,-6.258,1,155.038,4,TRAAQIH128F428BDEA,Rap
0.0,0.0,1,-11.702,1,117.168,3,TRAAQLE128F424AE71,
0.0,0.0,2,-14.509,0,132.967,1,TRAAQLJ128F428E870,
0.0,0.0,11,-9.062,1,139.91,4,TRAAQOH128F4265CE6,
0.0,0.0,9,-6.788,1,95.882,4,TRAAQPS128F429161D,
0.0,0.0,4,-12.772,1,135.175,3,TRAAQUC128F9322A82,
0.0,0.0,7,-9.258,1,121.983,3,TRAAQUF12903CDF4A4,Country
0.0,0.0,9,-24.597,0,169.775,3,TRAAQWF128F92D1AAD,
0.0,0.0,11,-8.161,0,137.862,4,TRAAQYN128F92ED77E,
0.0,0.0,1,-6.751,1,83.326,3,TRAAQYU12903CE68CE,
0.0,0.0,4,-29.295,1,117.667,3,TRAAQZF12903CEDCB8,
0.0,0.0,9,-12.658,1,90.908,3,TRAAQZQ128EF35C51A,
0.0,0.0,4,-6.546,1,151.953,4,TRAARHS128F931689D,Rock
0.0,0.0,0,-17.522,0,161.054,4,TRAARRG12903CDB456,
0.0,0.0,8,-10.777,1,159.895,5,TRAARSF12903CD1B12,
0.0,0.0,9,-9.993,1,128.219,4,TRAARUN128F932B1A0,
0.0,0.0,6,-12.99,1,101.229,4,TRAASDM12903CD474E,
0.0,0.0,0,-8.339,1,98.859,4,TRAASEO128F9337C48,
0.0,0.0,0,-6.531,1,125.975,4,TRAASFP128F42980BD,
0.0,0.0,1,-6.933,1,154.09,4,TRAASGM128EF34DBB0,
0.0,0.0,9,-4.178,1,124.237,4,TRAASIG128F92C3A6B,Rock
0.0,0.0,9,-8.91,1,97.099,4,TRAASKO128F427CE1C,
0.0,0.0,9,-2.069,1,140.63,1,TRAASKQ128F4265E04,Rock
0.0,0.0,0,-16.844,0,101.41,1,TRAASOD128F428154C,
0.0,0.0,4,-3.803,1,186.254,4,TRAASQC128F93480F0,
0.0,0.0,1,-10.57,1,210.47,4,TRAASSO12903CDD2FF,
0.0,0.0,7,-6.694,1,94.057,4,TRAASUZ128F9314950,
0.0,0.0,4,-16.753,1,100.349,1,TRAASYO128F4263883,
0.0,0.0,7,-4.376,1,124.009,4,TRAASZE128F93499AE,Pop
0.0,0.0,9,-38.525,1,90.084,1,TRAATBN128F14ACE82,
0.0,0.0,2,-1.843,1,106.698,1,TRAATGM12903C9CD7C,Rock
0.0,0.0,2,-3.937,1,89.78,4,TRAATIU128F4291A84,Metal
0.0,0.0,9,-16.006,0,107.177,7,TRAATJK128F9339179,
0.0,0.0,10,-19.794,1,152.258,4,TRAATLC12903D0172B,
0.0,0.0,3,-7.614,1,134.083,4,TRAATMY128F149562F,
0.0,0.0,5,-10.274,1,106.398,3,TRAATMY128F9334DAC,
0.0,0.0,10,-5.912,1,160.022,3,TRAATNJ128F42631BA,
0.0,0.0,7,-7.108,1,101.492,4,TRAATNN128F92FD35F,
0.0,0.0,0,-15.578,0,86.141,4,TRAATOA12903CAD615,
0.0,0.0,1,-9.334,1,120.097,4,TRAATPA128F146753C,Rock
0.0,0.0,7,-16.942,0,128.173,4,TRAATQC128F425AF61,
0.0,0.0,8,-6.021,1,88.835,4,TRAATWQ12903CC5BA8,Rap
0.0,0.0,2,-13.135,1,105.24,4,TRAATXO128F92D97A6,
0.0,0.0,7,-6.893,1,162.385,1,TRAATZQ128F425E5F1,
0.0,0.0,2,-9.506,1,109.636,5,TRAAUDN128F933F20D,
0.0,0.0,10,-7.255,0,108.264,4,TRAAUEO128E0780CB9,Rock
0.0,0.0,9,-7.684,1,119.524,4,TRAAUGD128F42734DA,
0.0,0.0,9,-12.385,0,97.76,4,TRAAUGZ128F9307F78,
0.0,0.0,10,-4.779,1,241.877,4,TRAAUIH128F4254C9D,Reggae
0.0,0.0,7,-11.356,1,91.328,4,TRAAUKK128F933A680,Rock
0.0,0.0,8,-8.147,1,130.062,4,TRAAUMJ128F933BDB6,
0.0,0.0,11,-6.582,0,68.734,4,TRAAUMN128F4273561,
0.0,0.0,2,-16.527,1,94.658,3,TRAAUMZ12903CA97DC,
0.0,0.0,10,-10.173,0,102.055,1,TRAAUSW128F426646E,Reggae
0.0,0.0,2,-14.123,1,109.065,1,TRAAUWD128F930DD4E,
0.0,0.0,6,-5.483,1,184.981,4,TRAAUZI12903CAFD53,
0.0,0.0,7,-7.307,1,201.802,3,TRAAUZX128F92F3D53,
0.0,0.0,1,-12.75,1,119.67,4,TRAAVAH128F4284D7C,Rap
0.0,0.0,0,-10.328,1,105.181,1,TRAAVDZ128F148C948,
0.0,0.0,9,-9.668,1,165.668,3,TRAAVGB12903CFAA99,Country
0.0,0.0,1,-5.444,1,188.056,3,TRAAVIH12903CFAC90,
0.0,0.0,3,-4.144,1,143.97,4,TRAAVIT128F92E657C,Metal
0.0,0.0,6,-18.349,1,61.883,1,TRAAVJL128F14ACADD,
0.0,0.0,7,-20.964,1,0.0,1,TRAAVKY12903CBBB93,
0.0,0.0,9,-11.877,1,163.167,4,TRAAVNN128F428A85D,
0.0,0.0,9,-5.627,0,144.836,3,TRAAVOK12903CC4773,
0.0,0.0,2,-1.998,1,108.499,4,TRAAVOU128F422F292,
0.0,0.0,11,-7.901,0,193.978,4,TRAAVRJ128F92FF90A,
0.0,0.0,0,-8.798,1,88.935,4,TRAAWAD128F92FA59F,
0.0,0.0,4,-5.934,1,91.69,4,TRAAWDK128F92E2A17,
0.0,0.0,1,-10.7,1,210.8,7,TRAAWGY128F4298A09,
0.0,0.0,4,-4.332,1,82.205,4,TRAAWOR128F92DF3C8,
0.0,0.0,4,-15.672,1,121.563,1,TRAAWQD12903CAA968,
0.0,0.0,3,-15.54,1,162.682,4,TRAAWUH128F427F12C,Rock
0.0,0.0,11,-14.621,0,106.219,1,TRAAWUM128F426009A,Jazz
0.0,0.0,4,-11.428,1,172.337,4,TRAAWVQ128F9313D31,
0.0,0.0,5,-11.273,1,210.305,4,TRAAXCM128F427F97B,
0.0,0.0,1,-9.745,0,175.393,4,TRAAXEJ12903CA7253,
0.0,0.0,0,-10.917,0,128.459,5,TRAAXIR128F92D1938,
0.0,0.0,2,-21.787,1,109.671,5,TRAAXKI128F92DAC1B,
0.0,0.0,5,-14.449,0,141.024,4,TRAAXMC128F14A53EA,
0.0,0.0,1,-7.535,1,125.558,4,TRAAXMX128F9307699,
0.0,0.0,9,-10.918,0,211.327,3,TRAAXPA128F92FC706,
0.0,0.0,11,-21.25,1,147.637,4,TRAAXTY128F42725BC,
0.0,0.0,9,-12.77,1,98.49,1,TRAAXUY128F426BA55,Rock
0.0,0.0,10,-15.574,0,137.673,7,TRAAYCQ128F425EE32,
0.0,0.0,0,-9.79,1,68.283,4,TRAAYGH128F92ECD16,
0.0,0.0,2,-32.017,1,0.0,1,TRAAYNQ128EF35922B,
0.0,0.0,1,-5.533,1,134.014,4,TRAAYPG128F933C941,
0.0,0.0,5,-8.901,1,85.157,4,TRAAYPN128F9340DDF,
0.0,0.0,1,-15.915,1,86.162,4,TRAAYRA128F92E9CC7,
0.0,0.0,11,-8.489,0,93.106,4,TRAAYTI128F933663B,Jazz
0.0,0.0,3,-13.366,1,49.262,4,TRAAYVL128F1473727,
0.0,0.0,6,-5.947,0,80.149,4,TRAAZBD128F427A97D,Rap
0.0,0.0,6,-13.826,1,82.422,4,TRAAZBX128F1492AF8,
0.0,0.0,7,-11.488,1,107.197,3,TRAAZGC12903CB5DFB,Blues
0.0,0.0,9,-9.28,0,124.177,4,TRAAZHO128F427C9EC,
0.0,0.0,7,-7.928,1,196.034,4,TRAAZIE128F427961E,Pop
0.0,0.0,0,-14.367,1,64.401,4,TRAAZJU12903C980B6,
0.0,0.0,1,-7.598,1,130.861,4,TRAAZKV12903CDDFE0,
0.0,0.0,10,-2.939,0,90.008,4,TRAAZLK128F93586D6,
0.0,0.0,9,-8.632,1,122.174,4,TRAAZOZ12903C9CABF,
0.0,0.0,2,-14.544,1,95.981,4,TRAAZPJ128F4292DB5,New
0.0,0.0,0,-7.605,0,75.955,5,TRAAZQF128F4285BC3,Jazz
0.0,0.0,8,-13.256,1,210.871,4,TRAAZQW128F93430DC,
0.0,0.0,4,-7.225,0,105.196,1,TRAAZYI12903CB2EE4,
0.0,0.0,4,-8.422,0,106.689,1,TRABACN128F425B784,Rap
0.0,0.0,0,-5.12,1,112.787,4,TRABAFJ128F42AF24E,Pop
0.0,0.0,6,-23.996,1,93.779,3,TRABAFP128F931E9A1,
0.0,0.0,0,-8.041,1,89.865,4,TRABAIO128F42938F9,
0.0,0.0,5,-10.957,0,133.339,4,TRABATO128F42627E9,
0.0,0.0,0,-14.835,1,98.718,4,TRABAVQ12903CBF7E0,
0.0,0.0,5,-22.289,1,74.072,1,TRABAWW128F4250A31,
0.0,0.0,8,-10.683,0,130.006,4,TRABAXL128F424FC50,
0.0,0.0,4,-18.703,0,104.394,3,TRABAXR128F426515F,
0.0,0.0,4,-9.672,1,159.587,1,TRABAXV128F92F6AE3,
0.0,0.0,2,-10.754,1,192.702,5,TRABAZH128F930419A,
0.0,0.0,3,-8.372,0,98.11,4,TRABBAM128F429D223,
0.0,0.0,7,-4.37,0,118.595,4,TRABBBV128F42967D7,
0.0,0.0,2,-15.599,1,143.601,1,TRABBJE12903CDB442,
0.0,0.0,4,-6.358,0,81.319,3,TRABBKX128F4285205,
0.0,0.0,6,-7.884,1,89.345,5,TRABBLU128F93349CF,
0.0,0.0,4,-5.134,0,174.993,4,TRABBNP128F932546F,Electronic
0.0,0.0,9,-4.954,1,129.122,4,TRABBOP128F931B50D,
0.0,0.0,8,-26.358,1,86.666,3,TRABBOR128F4286200,
0.0,0.0,8,-15.672,1,231.867,4,TRABBTA128F933D304,
0.0,0.0,5,-21.593,1,190.698,4,TRABBVJ128F92F7EAA,
0.0,0.0,9,-11.255,1,97.538,4,TRABBXU128F92FEF48,
0.0,0.0,6,-11.494,1,95.225,3,TRABBZN12903CD9297,
0.0,0.0,5,-7.427,0,139.993,4,TRABCAJ12903CDFCC2,
0.0,0.0,7,-16.113,1,159.233,1,TRABCEC128F426456E,Jazz
0.0,0.0,1,-9.843,1,124.75,3,TRABCEI128F424C983,
0.0,0.0,0,-17.492,1,100.415,4,TRABCFL128F149BB0D,
0.0,0.0,9,-6.301,1,105.003,4,TRABCIX128F4265903,
0.0,0.0,7,-6.294,0,110.218,4,TRABCKL128F423A778,
0.0,0.0,10,-7.64,0,88.973,4,TRABCPZ128F4275C32,
0.0,0.0,4,-18.341,1,134.566,4,TRABCRU128F423F449,
0.0,0.0,11,-22.752,1,186.882,3,TRABCTK128F934B224,Rock
0.0,0.0,1,-4.169,1,113.995,4,TRABCUQ128E0783E2B,Pop
0.0,0.0,4,-6.977,1,90.199,1,TRABCXB128F4286BD3,Rock
0.0,0.0,10,-14.041,0,111.032,3,TRABCYE128F934CE1D,
0.0,0.0,0,-16.994,1,124.184,1,TRABDDA12903CC007C,
0.0,0.0,5,-12.0,1,157.746,1,TRABDDP128F92FA843,
0.0,0.0,6,-7.626,1,100.032,4,TRABDSK128F42443F1,Rock
0.0,0.0,1,-6.318,1,185.88,4,TRABDTV128E0791839,Rap
0.0,0.0,0,-12.811,1,94.031,5,TRABDVD128F4292CDF,New
