zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
34770,1210.1413910383167,2521.9827390878772,-227.25583,137.76518,-14.502315,63.57536,5.601754,11.988763,1.8891537,-1.8709404,-7.618031,-2.451646,-2.8980184,-9.433828,-10.939206,3.563645,4.1527386,0.094711885,-2.980228,-1.3866442,7.5348926,-3.0437841,blues
52454,1817.2305900912743,3943.8319655416185,-213.26424,115.16476,-11.698166,39.015354,-20.348328,13.082699,-9.182696,9.017149,-14.104309,4.271251,-6.0507774,3.785833,0.22263817,-5.1068835,-0.41015142,-1.1793467,-1.914707,-2.293662,2.8842611,-4.23388,blues
17003,798.6570144423747,1456.1058380764212,-346.85635,139.25108,24.052639,22.281027,18.663774,11.662003,9.01656,6.970993,-2.0330265,5.412792,1.6503893,-2.3577814,3.2000828,0.6987718,-3.0999084,-2.1074765,-2.2101092,-4.5803328,-4.7331815,0.067212924,blues
96948,2816.362773738942,5613.737696671984,-118.35663,74.87531,-19.866087,46.944565,-32.559826,23.820112,-26.35521,17.67815,-13.824852,11.931673,-17.888666,7.5392733,-22.89513,4.763866,-12.789288,5.615284,-14.7285595,6.6763506,-9.173862,-2.2358491,blues
85597,2594.7546880445234,5659.768457257831,-118.70432,87.64563,6.552992,45.102325,-38.911594,20.823198,-26.864548,13.807368,-17.236187,5.11126,-15.712021,3.9887702,-27.536583,3.0563982,-15.962014,10.867272,-12.656353,2.8186805,-13.342627,-4.3675056,blues
24464,1247.5800479447819,2621.496780289298,-200.18538,116.34861,17.990738,25.287695,0.28717205,24.193773,-22.253931,11.182933,-26.854319,-7.6372557,-24.876745,-12.010831,-17.024942,-8.125703,-11.956619,-12.614476,-14.187262,-8.2080765,-15.015217,-10.310199,blues
28463,1330.6062681557464,2898.630603338892,-221.87302,110.8554,18.636084,30.922962,3.2964373,22.585636,-20.403688,12.121833,-26.332514,-4.3673024,-26.395552,-13.04718,-12.667627,-1.8228303,-7.255051,-6.6574764,-14.686026,-11.712329,-11.020866,-13.389482,blues
82923,2371.309053062196,5005.187393507105,-121.47392,96.09719,-19.590857,48.038452,-38.78463,24.768978,-32.94141,8.102541,-17.818922,6.11786,-19.995438,6.800339,-19.33321,-0.1091733,-12.253941,-4.9236608,-10.414172,-2.0453289,-1.7603422,-3.954435,blues
41721,1410.0234234402562,2765.967419971723,-173.81047,137.17355,-23.723026,26.979671,-16.675207,4.1947265,-12.571785,5.851667,-2.876948,-1.1783829,-1.9682388,1.8011786,-3.0069497,-1.8669499,-0.7912433,-3.0062358,-0.4307297,-1.9965142,-0.7501044,-5.0069656,blues
26479,1318.6118508553827,3046.5652076384863,-255.96312,110.83974,21.466072,67.558914,4.2955747,43.095005,-4.502763,10.435255,-8.718683,1.6503053,-20.581207,-2.4358425,-7.146028,-11.169809,-12.609449,2.7359965,-8.942252,-7.944727,-2.3537958,-0.7145348,blues
49540,1538.5123663814202,3174.357190762761,-177.2555,136.23473,-26.893284,36.368965,-18.752974,20.897596,-1.7674705,3.0104659,-5.596904,5.641343,-8.101523,5.656479,-10.778816,-2.4206429,-6.9400997,-2.5174785,-5.210103,-3.4135528,-3.2612517,-2.6957052,blues
94245,2235.572388922088,4389.459355967228,-86.26869,91.95878,-23.41585,68.26198,-3.8848524,22.747063,-9.897946,16.88897,-11.3906975,18.429132,-7.012551,10.759531,-11.943845,0.99179024,-5.928012,5.316061,-6.1359906,1.9500201,-5.0911717,-0.6716713,blues
74951,2031.9933849222389,4023.536459088602,-98.7711,104.79963,-35.097168,60.695198,-2.8405907,22.229467,-7.8310766,19.035414,-11.572286,17.017876,-5.3780255,12.197646,-9.955081,0.3553733,-4.263806,6.1363654,-4.8236175,1.4952286,-1.4962356,3.5054734,blues
26106,1309.7746510229806,2765.2346582257833,-288.7327,105.90115,18.776215,23.682642,5.6820455,25.548939,-13.463244,12.437665,-11.963668,1.5746121,-15.640522,-6.6320724,-11.693038,-2.9267647,-7.3757143,-15.69388,-10.976883,-10.892729,-18.505384,-19.104548,blues
27823,1430.6028402421152,3246.1678418648494,-238.96988,108.68233,34.158817,30.20716,-0.49822003,27.279755,-21.377928,14.166391,-24.509222,-1.8904015,-28.051817,-11.257111,-16.457558,-7.6354303,-12.788069,-15.356444,-13.739163,-7.4004874,-10.083456,-13.290667,blues
66632,2094.7777929276835,4482.603366081787,-30.12677,103.738075,-19.742796,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,9.09779,-3.5729306,4.3794627,-2.824899,4.7203126,0.48878047,1.474634,blues
84361,2116.897366717261,4195.785430412558,-27.024075,107.31879,-46.839245,40.927616,-21.476635,24.832186,-18.939482,15.274643,-15.052192,12.273417,-15.24018,14.332182,-13.839795,7.561914,-6.183376,0.3404774,-6.8312535,0.97467583,-7.566382,2.9241464,blues
29109,1352.742709723768,2880.9110920279873,-287.9319,124.010765,5.467456,33.663067,1.0916592,14.703696,-4.8811393,8.66889,0.7843339,6.5760784,-4.875814,-3.1767623,-5.5382576,-6.779149,-2.6465132,-2.9903204,-3.3829944,-1.8589836,1.8391855,-4.8913555,blues
65444,2148.129104035021,4672.105545787413,-106.39663,102.66919,-20.160873,59.366917,-9.960422,33.702366,-14.187068,23.52456,-13.328019,16.00551,-18.926493,7.824947,-7.7978344,4.040651,-11.352144,2.0696378,-5.736971,0.46917966,-1.9118724,-3.134415,blues
34257,1109.3207630441666,2243.3167778422276,-249.31532,131.00032,0.67787176,66.70416,17.911274,4.623275,6.6038117,1.2421135,1.4099425,-1.5849286,-0.97253805,-3.5726156,-2.9297996,4.5961623,7.480731,-0.19306365,-2.8259163,-2.6829548,0.74113786,-0.52923626,blues
80126,2515.4635686314255,5770.831822795823,-56.005306,87.85134,-1.6130445,41.199356,-5.6183286,27.792627,-23.99084,21.776114,-18.41947,12.326553,-13.712047,11.851395,-3.974116,7.1018496,-4.469163,5.1157055,-6.647369,5.869247,-3.7021828,-1.959947,blues
102353,2839.886864702613,5711.47812137471,-129.15758,72.09806,-7.7710886,49.25128,-32.72323,21.606962,-27.37162,15.001658,-10.260743,12.431697,-17.031103,7.1205482,-18.018095,2.9243603,-14.481512,4.0730186,-14.528053,7.258472,-8.212889,-1.9991809,blues
29564,1236.310511771213,2603.544117513776,-148.64699,145.77013,-9.366607,48.437965,10.5460205,18.008686,-2.638737,16.953346,-11.500734,8.725779,-8.186317,3.2097268,-0.68163335,-0.7327472,-6.821222,-3.9349358,-15.736576,-5.6075845,-5.788239,-0.037010245,blues
34438,1198.8570176825065,2478.8330644576567,-284.64056,108.80131,9.085326,51.198055,18.071896,7.6021514,8.755717,2.3540902,0.0033668936,2.2484963,4.199124,-3.2830627,1.6176822,2.679472,3.3437948,3.2793777,-4.5331826,0.48806846,5.9214964,3.2215705,blues
34067,1324.527825294569,2711.4849187935033,-209.80392,124.46476,10.309396,47.016357,6.4782286,15.41512,-2.0159404,6.726218,-21.543222,10.720835,-5.532846,-2.1957285,-3.049185,8.643512,-0.30701235,-0.63291824,-2.9335587,-1.7062994,-1.7673149,-7.755139,blues
31932,1188.4732078138647,2339.8331573557134,-328.5602,102.709816,19.872599,26.714405,7.152067,22.708387,-6.957088,12.789706,-10.729282,-0.44259986,-12.386709,-8.909132,-9.215009,-9.087685,-8.995918,-7.6505113,-7.2106442,-9.389375,-4.480266,-3.6713595,blues
29407,1514.1569585845884,3451.7991068191704,-192.69034,111.157486,21.351849,26.396646,-0.6494979,23.487045,-25.476696,16.921978,-16.971928,5.785402,-25.736197,-5.0530767,-17.63225,-7.9180617,-15.158909,-12.352486,-17.237362,-7.785288,-13.0390215,-17.936373,blues
38758,1913.013075046242,4777.714832420968,-182.60484,90.67421,14.124653,67.553,2.6751492,38.43041,-8.419174,24.12371,-13.794526,4.840574,-16.679117,5.827115,-5.14639,0.19292381,-14.491466,6.8628464,-4.442681,-2.9876132,-4.8196273,5.403774,blues
64562,1946.448570450021,3955.7143633990718,-67.761024,111.7113,-34.64625,61.319546,0.04420489,30.56148,-12.693841,21.164923,-13.122508,16.284252,-6.3370137,12.300309,-12.4753065,1.6777128,-5.1477847,4.648342,-6.910226,1.0541165,-4.730587,-0.66058385,blues
73923,2207.139189691483,4658.224706804669,-28.989244,104.531006,-30.983427,38.162056,-8.009195,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.2729435,10.787743,-10.56656,6.8798337,-10.299989,6.9615793,-10.2633505,0.7075947,-6.008073,1.3531214,blues
29849,1171.967431930455,2344.9874700913574,-305.66437,113.07102,12.10734,45.052193,17.734394,14.590064,4.148001,0.22630684,-7.0215826,13.646474,8.914213,1.3037969,5.954981,8.547472,1.1196223,0.59824204,0.060841996,-3.7137508,-0.99353546,-1.8043813,blues
69669,2141.5407737603605,4628.506221904002,-29.367115,108.66699,-25.570353,38.4609,-18.340786,21.792147,-25.148397,22.395372,-17.588984,14.681227,-12.085815,5.481149,-7.6935253,7.3994966,-11.3165245,7.225638,-9.477632,1.9379437,-6.332122,-1.3043146,blues
39029,1195.4981309471511,2235.6144526718385,-236.67947,138.40561,-4.930478,47.6545,5.157853,8.887804,0.48740798,-3.7883441,-14.984864,10.428944,-0.3413829,0.7833582,1.7809843,4.2295594,-0.47476918,-6.1045437,-5.394644,-1.3449986,-3.7254632,-4.37371,blues
32354,1245.6864186148603,2518.152393597738,-212.79181,139.06325,9.446763,35.453796,12.697432,20.420673,-5.5826244,10.889943,-8.73331,8.059619,0.16372442,2.6487744,-1.0296484,-1.4043943,-4.7083907,1.1376657,-9.471993,-2.1887784,-4.0989065,-3.338622,blues
48430,1459.4696908114745,2795.910729498985,-190.0688,130.27023,-36.3621,33.03621,11.093895,-0.5918834,-20.890266,0.27844086,-6.4963837,-5.512737,-7.8474026,-3.1243017,-6.6028214,-9.95,-6.5426893,-10.072229,-10.918623,-6.965244,-3.4394317,-6.484499,blues
31736,1046.7751266104483,1831.2215641313805,-264.67126,138.85434,11.167335,48.523926,14.904318,20.586433,3.2061815,1.263575,-15.83937,15.975109,3.3582213,-1.5066437,1.8969232,6.3134975,-0.9959827,-2.414785,-3.6791573,0.49927163,5.04406,-0.78631634,blues
75125,2060.8418796735323,4220.299641549449,-39.007614,112.05693,-31.819195,38.235607,-6.3202105,23.32046,-18.772533,23.931017,-10.932699,13.236961,-14.371818,13.3270645,-10.916337,9.787895,-5.028812,7.2118764,-6.7411304,2.6567478,-4.386095,0.4124079,blues
49913,2013.0124617688696,4848.792721777118,-149.96423,93.663895,6.3473344,71.49793,-8.129107,36.19368,-9.783754,17.647097,-21.112295,-0.13059366,-22.204636,5.426574,-7.4643974,-4.329861,-12.407085,9.623547,-5.0241966,-3.706094,2.337137,4.160796,blues
34865,1390.3828142454313,3006.1467358794953,-230.36378,127.07773,7.114698,39.76706,1.9217232,17.410606,-5.626917,8.2406645,-18.116043,13.844723,-3.75711,2.579848,-4.316714,6.797994,-6.167013,-6.2006345,-4.5018964,-1.8255962,-0.51590955,1.5071839,blues
45789,1360.6856016703396,2738.8302548578886,-207.2383,132.82741,-15.45408,60.980972,0.7190281,12.461328,1.1633867,-1.5329211,-17.895845,8.360361,-2.4596498,-0.5846404,0.37226558,2.598412,-5.1864276,-9.530312,-9.2374735,-2.847104,-1.4193838,-5.9333534,blues
111011,2503.9377448690093,5077.364425482164,-82.52998,94.16451,-27.112604,75.65927,-27.521812,35.57727,-20.303492,25.112028,-15.370209,11.3539715,-13.391486,8.14732,-8.5005455,8.28969,-10.354395,-3.4710388,-5.228658,-2.586174,-8.361181,-6.9845743,blues
78167,2315.021164983006,5036.6212070403135,-19.882248,98.88734,-24.475315,49.579945,-16.198492,30.193226,-18.027515,27.552814,-11.407698,14.870685,-8.914957,11.668755,-10.893209,9.306094,-5.837178,9.250598,-4.048955,3.2507439,-3.4668033,2.3781433,blues
38549,1612.6456368857407,3468.7358953560033,-177.56758,115.369,9.97059,54.043873,7.6243157,28.312319,-9.054926,20.049507,-15.044511,6.2095714,-5.692565,1.3833497,-5.828813,5.0139437,-0.75125355,5.0595345,-5.085072,-2.807544,2.4244509,-5.378111,blues
69150,2068.33217151328,4231.815658533933,-95.44059,105.23433,-26.953482,60.8165,-4.854667,21.54347,-13.520522,12.1355295,-20.231928,12.156194,-5.226213,10.267819,-9.459799,3.8689904,-10.188684,3.5827918,-3.1101308,0.20062737,0.8418176,-3.4198146,blues
39357,1311.9502871452887,2636.376839834687,-180.20891,131.43245,0.60078806,43.153095,14.13533,25.614765,-5.3118715,12.027975,-13.535557,-1.105729,-7.616473,2.7149734,0.7783591,1.9962176,-6.0947924,3.4817266,-8.328654,3.2164888,-0.9228959,-2.250335,blues
48022,1392.026357292707,2811.740048578886,-228.20984,130.32317,-23.311419,70.200935,1.1310601,7.5844226,0.9005156,1.982811,-6.164411,-9.382751,-2.5637772,-4.5257545,-0.26046303,0.17552106,-1.522912,1.4664079,-6.9791355,-8.328392,4.236805,0.98864037,blues
23406,1151.3104957885098,2312.1797282845127,-301.70804,111.53328,21.896057,16.15057,8.1987915,22.081917,-8.601798,1.4827521,-17.077759,-8.343714,-17.01078,-10.576028,-15.687029,-12.606835,-12.2627735,-14.563126,-10.112008,-5.792039,-7.775544,-7.1875286,blues
70639,1977.0957174136206,3943.357335774362,-55.631004,114.95141,-37.049217,64.900314,-7.16998,15.2563305,-16.247618,18.64631,-9.76215,21.46081,-5.662461,12.791809,-16.540874,3.7969806,-7.907629,8.472275,-4.0752015,3.2032888,-5.1877694,-1.2790182,blues
33708,1239.6334480091218,2519.268189892691,-206.24908,126.61618,10.596906,43.210163,12.496741,19.42537,0.35838956,12.735203,-4.57919,4.0611587,-4.4042845,3.669121,-1.4552444,-1.6959777,-7.153681,1.1845946,-6.2277255,0.5984516,-1.6083212,-0.53992105,blues
74677,2258.115149720309,4754.616183747825,-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.8077,-18.291418,14.138235,-12.79949,13.443616,-14.068502,7.7323494,-19.215456,2.856613,-9.819336,6.9123645,-11.297557,8.940816,-2.9511452,-0.9717599,blues
21245,1006.8718290855182,2075.0064009026974,-194.2843,151.84703,-1.1988201,39.18811,16.589048,18.247795,-1.3970128,14.869029,-11.620166,2.441486,-5.0819387,3.9376054,-0.8988031,0.6365615,-8.35749,-7.518017,-8.050083,-5.413118,-2.5337296,0.12855873,blues
14380,570.3499042411772,929.3001037739269,-350.35263,169.53174,31.771364,16.718435,28.658941,19.246181,7.845078,10.037884,4.740647,2.9217062,3.9002297,1.812954,-5.969145,-5.257093,-0.23415971,-1.7799474,-3.709092,0.17281283,2.071619,-2.8897858,blues
42214,1420.438571434397,2930.239280470563,-238.51962,120.10219,-4.221946,42.294594,5.923823,13.911398,5.350525,1.8952665,-16.92809,12.343145,3.9389002,-1.3966838,0.013028681,3.5852563,-4.5006385,-5.5398464,-6.8845086,-4.824555,1.7439977,-1.8783107,blues
40657,1455.0726339659166,3010.010388721723,-233.77281,120.66434,-3.164091,39.514828,3.8315253,18.828156,-3.6787374,4.425468,-14.964927,17.571478,1.8461257,2.550088,-1.2302384,8.437055,-0.20024714,-3.8908305,-4.4561353,0.01099997,1.2948046,-2.0984623,blues
33716,1441.6808065190858,3082.603762597883,-155.5764,125.66273,1.5785873,45.839695,0.927785,25.383114,-10.812052,15.55901,-11.919287,1.2735353,-6.67288,-0.7844199,-7.7438183,0.4191302,-7.024696,4.010104,-6.26339,0.96111727,2.0125477,-5.731016,blues
32005,1132.1718112407832,2065.0724831424013,-314.57837,139.91121,11.903933,30.14179,-7.542425,14.91705,-2.7015812,6.7278156,-6.3662176,2.807928,-11.728742,2.0779715,-11.439269,-9.500208,-15.178789,-9.341354,-5.6779017,1.5691388,0.89253694,-7.9576783,blues
56863,1945.2525228542231,4174.460398238109,-83.02949,107.10442,-25.338032,57.1057,0.07983714,34.69768,-11.060304,20.54429,-11.203025,14.825527,-10.235622,12.548191,-9.764641,2.5628436,-6.288032,3.0061858,-8.714562,-0.33176643,-2.9871998,0.7050275,blues
77661,2280.154186884487,4732.98305856656,-144.92342,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670822,5.5167217,-9.557408,6.359987,-21.088718,2.4660537,-9.539148,-1.4058195,-9.312422,5.1551495,-8.118464,-2.4402173,blues
37878,1388.6328938873341,2754.9426864305397,-130.57877,139.96143,-1.2822753,39.30623,-6.3440814,19.76829,-11.212559,27.240303,-16.548758,7.0289035,-1.1964586,1.6060339,-6.6385455,4.951829,-1.6334732,0.9522268,-4.848659,-5.9729075,-2.7949822,-6.4880824,blues
32027,1089.0053435041514,2135.41761075261,-245.68724,140.48125,-2.791216,60.404514,18.903517,9.828393,3.5638263,0.5228611,-16.378489,6.629352,7.258425,-4.0212355,1.6011256,5.896574,-3.0172148,-4.775693,-3.0362885,-1.9979147,-0.04957211,-3.9618294,blues
64747,2272.4696393575086,5108.157072487674,-110.285034,90.71587,-2.5352976,74.0649,-11.763082,39.210945,-13.17131,20.544195,-17.162983,12.81397,-21.437147,5.9571958,-8.026906,4.240608,-16.484732,6.549281,-5.6958094,-3.6384907,-4.858366,1.8528217,blues
31835,1115.5894796268246,2290.6881593496228,-248.98883,139.05774,-16.27087,57.13715,20.188513,10.1869545,4.542913,0.3310698,-7.874578,-3.4545724,-2.657436,-2.8329575,-0.9046591,-2.4093246,2.5699356,-5.852057,-12.404833,-7.313381,-0.937872,-2.6867254,blues
80723,2340.7341614757443,4972.721052059164,-116.60201,97.43107,-13.89173,48.96764,-22.59646,27.759014,-20.245163,18.638863,-14.6395855,8.482747,-16.644682,11.01763,-13.866874,9.734925,-5.1067657,2.6361818,-9.879659,6.1517706,-7.694128,-4.833177,blues
30103,1507.1579850499515,3405.5518484447507,-171.79478,120.281746,15.331757,21.094313,-5.395443,24.185545,-24.130846,18.545134,-22.342924,1.310738,-20.765268,-4.991693,-17.108126,-7.8740788,-15.293675,-9.349589,-8.917147,-8.521507,-14.332618,-19.928354,blues
44526,1443.7501126322234,3070.6131158461426,-225.26271,117.62649,-14.538809,64.79437,12.91181,19.036667,10.670203,9.886924,-2.3937402,11.683764,1.5412844,3.0635993,-7.6256156,-8.957073,-4.3462014,-0.06465941,-2.5570848,-3.443867,-3.8725183,1.3121446,blues
61300,2279.031118649042,5198.686455463312,-109.53125,86.9288,-8.606023,64.480484,-6.3028736,43.645935,-8.295384,28.543201,-14.0814905,8.137966,-21.484118,11.0871105,-5.095302,3.9801085,-12.861199,12.336351,0.017296787,-0.7424937,-5.1344824,3.2994602,blues
82054,2333.552482082229,4942.777742531903,-2.543012,101.26548,-33.930927,41.52805,-13.817938,31.923836,-21.876541,24.470266,-15.874413,15.808346,-14.370206,12.514339,-13.378109,6.120081,-9.062332,5.0446053,-11.335096,3.1728864,-4.577331,-4.034994,blues
97306,2553.3610730069104,5148.284104915893,-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660772,-14.823983,11.181689,-14.806866,8.475102,-19.587513,6.415233,-13.781307,6.118936,-13.149333,3.9346712,-7.615674,3.7534528,blues
31325,1120.166568707164,2324.212009226363,-274.3769,130.40738,-6.3574605,70.388214,13.2696705,9.472176,7.7330947,-1.2365528,-0.57098556,-2.2971642,3.7794163,0.08548198,-0.93685764,2.2968423,4.2896333,-1.6617892,-10.439052,-6.793425,-1.063563,-1.5890813,blues
62327,1832.011596972853,3481.4676306917054,-177.80176,118.20316,-17.570623,30.760923,-21.742546,11.919259,-20.734297,3.1852849,-8.580815,-0.93288773,-11.7722435,-2.4087653,-9.348446,-9.942637,-3.9021833,-5.5745625,-1.8393141,-2.7893167,-3.0478055,-8.109732,blues
59632,1886.9577813535109,3828.2471269576567,-92.73328,115.32343,-35.068222,57.87535,1.8522322,26.61314,-14.536866,22.12833,-8.207462,11.016057,-5.6494246,7.278642,-10.204165,1.326753,-4.107108,0.97499305,-6.5528083,-0.68916094,-2.1258128,-1.5101188,blues
71883,2224.0145847405415,4700.258585139936,-86.49182,92.72617,-15.342206,54.05328,0.87469584,31.574251,-14.615234,23.328945,-14.971667,15.337374,-7.053953,12.179845,-6.0996003,7.03196,-5.805507,7.4373384,-6.0831137,3.392981,-4.2883315,1.2357906,blues
90453,2645.7246950388817,5612.422056264501,-52.707645,74.45461,-18.709467,56.292686,-3.9566314,31.991102,-16.460793,22.40643,-12.25808,27.22263,-9.239789,7.799893,-10.568794,6.9374247,-9.13117,13.01696,-9.856919,3.6912944,-4.942613,4.4164157,blues
85119,2310.3529080114145,4829.0914230169665,-90.67999,100.10963,-23.938423,52.602547,-20.937443,31.501324,-11.228661,20.089375,-10.90247,17.561745,-14.096042,12.994767,-11.43456,2.926536,-12.022622,4.81394,-11.1611185,1.1606066,-3.924116,3.2413104,blues
30295,1537.0761619483676,3602.40662612384,-217.18364,105.78522,15.602849,25.24884,-1.4500494,30.19327,-17.716623,17.31904,-27.213608,4.3382816,-20.057299,-10.700287,-14.228785,-5.155777,-3.482261,-6.194968,-15.323166,-6.831615,-9.825101,-13.942627,blues
62332,1827.2572927983213,3743.613145301624,-54.70627,119.48301,-34.87408,37.540634,-15.880534,22.081291,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,1.7925239,-5.8779693,0.3804255,-9.064893,-2.0241992,-5.4177175,0.032431487,blues
23894,991.4865889707818,1943.7254726471867,-236.30542,161.68063,-1.1661611,27.278688,9.586514,20.620241,0.22744168,13.798597,-0.50903845,10.1751995,-4.4575553,5.5087075,-3.7265832,-0.8961922,-4.9078717,-2.8703988,-3.756362,-3.347305,-2.4162548,-3.7818203,blues
68535,2030.6170384367983,4063.222169101653,-57.941692,109.0066,-36.21867,64.044914,1.4201597,26.318415,-17.484888,20.425648,-9.550729,18.168362,-6.064982,13.874468,-11.295737,4.6680355,-6.410874,3.2184358,-8.080515,-1.7162867,-5.428615,-2.5797918,blues
82626,2442.941257538624,5267.915786778567,-3.579895,92.92964,-25.082928,45.179504,-10.856173,31.8634,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,9.546685,-14.794422,2.0718613,-13.811246,3.5728886,-5.967709,-1.646313,blues
89535,2513.3453575324424,5246.740637688515,-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.707291,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,5.4561954,-9.2695465,8.014036,-9.542045,5.8658543,-4.4005384,3.6217515,blues
26087,1379.0236797531359,3015.6143507105567,-206.93233,117.80414,23.24137,28.308992,-1.1260117,18.867393,-21.97302,17.844067,-25.595348,2.1395223,-17.782476,-8.01103,-17.610441,-8.119412,-8.629656,-15.530968,-15.322778,-9.662424,-10.0919695,-17.832165,blues
40731,1451.8594137957514,2955.3197165929523,-179.37231,136.44833,-26.662582,39.965446,5.3108993,10.919128,-20.559532,8.503358,-11.349763,-3.4705565,-8.415842,-6.9572124,-3.546042,-8.051759,-8.964918,-8.427483,-10.5642805,-10.785659,-4.6954694,-8.631641,blues
64829,2301.5769168965494,5187.511838837732,-159.58041,69.80602,-4.402104,76.845116,3.9149008,45.175888,-4.860271,32.20158,-9.805073,7.8093567,-21.826735,9.695747,-2.5847583,3.310843,-14.973024,10.230249,-4.0876994,-5.848178,-2.4740305,6.65429,blues
31848,1739.118783072362,4551.058301460992,-163.24342,89.783844,12.974772,80.69835,3.6637888,39.73409,-5.409263,26.490925,-13.169029,2.7055418,-20.547693,6.0114026,-2.9064884,-0.4313234,-17.537825,4.1644487,-5.98583,-7.865322,-8.567484,1.8536384,blues
21414,918.6809999781156,1602.5332846940255,-332.22464,128.08928,28.805153,41.830193,31.214472,23.334787,5.7841134,9.001364,-3.8817163,3.731323,-0.8742286,-0.4391904,1.4851285,-1.568924,-0.8338707,2.1711133,-3.88984,-4.1953926,-5.9258747,-3.4450052,blues
63065,1559.9200748058706,2813.4220698593385,-234.44066,130.26004,-39.53104,19.34892,-6.7951355,-5.1349883,-3.7098153,-4.0319524,-5.071555,-1.3709053,-7.748646,-4.3807516,0.4702783,0.77413917,5.452055,8.770051,7.0452633,2.4262977,-2.293256,-0.24617362,classical
52213,1516.848913603582,2974.3215609592517,-292.093,127.76223,-29.910952,37.43417,-9.569944,5.1092877,-13.82546,7.0408826,-7.0332513,6.498643,-9.904661,4.71104,0.36507133,1.4664477,3.406304,6.0794377,0.95660114,-0.76072985,-2.1026433,0.7553473,classical
